index,title,link,ww_points,image,calories,summary,Key1,Key2,Key3,Key4,Key5,Key6,Key7,Key8,Key9,Key10,Key11,Key12,Key13
12,Protein Bagels with Cottage Cheese,https://www.skinnytaste.com/protein-bagels/,5,https://www.skinnytaste.com/wp-content/uploads/2023/06/Protein-Bagels-4-260x390.jpg,164,Whip up a batch of these quick and easy Protein Bagels with Cottage Cheese for breakfast or lunch in less than 30 minutes – they come out perfect!,,GF,AF,FM,,HP,KF,,,Q,V,,
13,Turkey Burger Recipe,https://www.skinnytaste.com/turkey-burger-recipe/,8,https://www.skinnytaste.com/wp-content/uploads/2023/06/turkey-burgers-2-260x390.jpg,351,"This easy turkey burger recipe is simple and delicious, perfect for a quick, weeknight dinner. You can also make them ahead and freeze them!",DF,,,,,HP,KF,,MP,Q,,,
14,Greek Cottage Cheese Bowl,https://www.skinnytaste.com/greek-cottage-cheese-bowl/,7,https://www.skinnytaste.com/wp-content/uploads/2023/05/Skinny_Taste_Greek_Cottage_cheese_bowl-7-260x390.jpg,186,This savory Greek Cottage Cheese Bowl is an easy high-protein breakfast or lunch that is fresh and flavorful and doesn’t require any cooking.,,GF,,,,HP,,LC,,Q,V,,
15,Taco Seasoning Recipe,https://www.skinnytaste.com/taco-seasoning-recipe/,0,https://www.skinnytaste.com/wp-content/uploads/2023/06/Taco-Seasoning-Recipe-2-260x390.jpg,8,"My go-to, easy homemade taco seasoning recipe made with just 6 ingredients you already have in your pantry. When it comes to making tacos at home, nothing beats making your own spice blend.",DF,GF,,,,,KF,,,Q,V,W,
16,Mexican-Inspired Grilled Corn Salad with Cotija,https://www.skinnytaste.com/mexican-inspired-grilled-corn-salad-with-cotija/,2,https://www.skinnytaste.com/wp-content/uploads/2022/06/Grilled-Corn-Salad-with-Cojita-6-260x390.jpg,117,"Mexican-inspired Grilled Corn Salad made with grilled summer corn, Tajin (chili-lime seasoning) and cotija cheese, only made lighter with no mayo.",,GF,,,,,KF,,,Q,V,,
17,Grilled Asparagus,https://www.skinnytaste.com/grilled-asparagus/,1,https://www.skinnytaste.com/wp-content/uploads/2023/06/Grilled-Asparagus-2-260x390.jpg,57,"For the best grilled asparagus, marinate them in a simple balsamic dressing, then grill until charred. An easy, healthy side dish!",DF,GF,,,,,KF,LC,,Q,V,,
18,Vegetable Charcuterie Board,https://www.skinnytaste.com/vegetable-charcuterie-board/, ,https://www.skinnytaste.com/wp-content/uploads/2023/09/Vegetable-Charcuterie-Board-9-260x390.jpg, ,"Move over meat and cheese because veggie boards are healthy, impressive and easy-to-make for your next party!",,,,,,,,,,Q,V,,
19,14+ Boneless Chicken Thigh Recipes,https://www.skinnytaste.com/boneless-chicken-thigh-recipes/, ,https://www.skinnytaste.com/wp-content/uploads/2023/04/14-best-boneless-chicken-thigh-recipes-260x390.png, ,Boneless chicken thighs are one of my favorite proteins to cook. I’m sharing 14+ Boneless Chicken Thigh Recipes for dinner that you can make in any season.,,,,,,,,,,,,,
20,Chicken Summer Rolls,https://www.skinnytaste.com/chicken-summer-rolls/,8,https://www.skinnytaste.com/wp-content/uploads/2023/05/Chicken-Summer-Rolls-9-260x390.jpg,299,These ground chicken summer rolls with basil and mint are served with a hoisin dipping sauce. They’re fresh and light with a wonderful combination of textures and flavors.,DF,,,,,HP,,,,,,,
1,Cheesy Stuffed Chicken Breast with Zucchini,https://www.skinnytaste.com/cheesy-stuffed-chicken-breast-with-zucchini/,7,https://www.skinnytaste.com/wp-content/uploads/2023/05/Cheesy-Stuffed-Chicken-Breast-with-Zucchini-8-260x390.jpg,429,"These Cheesy Stuffed Chicken Breasts with zucchini, cheddar cheese, and cream cheese are delicious and perfect if you’re looking for a high protein dinner idea.",,GF,,FM,,HP,,LC,,,,,
2,Lamb Keema with Peas,https://www.skinnytaste.com/lamb-kheema-with-peas/,13,https://www.skinnytaste.com/wp-content/uploads/2009/05/lamb-kheema-07-260x390.jpg,240,"Keema is a traditional Indian dish made of spiced ground meat such as lamb, onion, and usually peas or potatoes.",DF,GF,,FM,,,,LC,,,,,
3,Pickled Red Onions,https://www.skinnytaste.com/pickled-red-onions/,0,https://www.skinnytaste.com/wp-content/uploads/2023/05/Skinny-taste-pickled-onions-07-260x390.jpg,16,"These easy pickled red onions are delicious and versatile. They add a tangy, slightly sweet, and crunchy element to steaks, sandwiches, tacos, burrito bowls and more!",DF,GF,,,,,,LC,,,V,,
4,Macaroni Salad with Tomatoes,https://www.skinnytaste.com/macaroni-salad-with-tomatoes/,4,https://www.skinnytaste.com/wp-content/uploads/2009/05/Macaroni-Salad-with-Tomatoes-8-260x390.jpg,125,"This is the BEST Macaroni Salad made with tomatoes and black olives, and a simple creamy mayo-based dressing, a perfect summer side dish!",,GF,,,,,KF,,,Q,V,,
5,How To Grill Corn on The Cob,https://www.skinnytaste.com/how-to-grill-corn-on-the-cobb/,0,https://www.skinnytaste.com/wp-content/uploads/2023/05/Skinny-taste-how-to-grill-corn-on-the-cob-01-260x390.jpg,77,"Grilled corn on the cob is an easy, classic summer side dish and a great addition to summer barbecues, camping trips and gatherings. Here’s two ways to grill delicious corn on the cob!",DF,GF,,,,,KF,,,,V,,
6,Blackened Grilled Salmon Skewers,https://www.skinnytaste.com/blackened-grilled-salmon-skewers/,0,https://www.skinnytaste.com/wp-content/uploads/2023/05/blackened-salmon-skewers-3-2-260x390.jpg,199,"You’ll be making these healthy, grilled Blackened Salmon Skewers all summer long! They’re spicy, smoky, and delicious.",DF,GF,,,HF,HP,,LC,,,,W,
7,Cilantro Lime Shrimp,https://www.skinnytaste.com/cilantro-lime-shrimp/,1,https://www.skinnytaste.com/wp-content/uploads/2018/01/Cilantro-Lime-Shrimp-6-260x390.jpg,119,Cilantro Lime Shrimp is bursting with flavor and it takes about 10 minutes to make! Serve it over rice or tacos for an easy weeknight dinner!,DF,GF,,,,HP,KF,LC,,Q,,W,
8,The Best Grilled Chicken Breast,https://www.skinnytaste.com/grilled-chicken-breast/,2,https://www.skinnytaste.com/wp-content/uploads/2023/05/Grilled-Chicken-Breast-7-260x390.jpg,339,"This is my go-to grilled chicken breast recipe, it comes out so juicy and flavorful, perfect over salads, sandwiches, or for meal prep!",DF,GF,,,,HP,,LC,MP,,,W,
9,Creamy Cucumber Salad,https://www.skinnytaste.com/creamy-cucumber-salad/,1,https://www.skinnytaste.com/wp-content/uploads/2023/05/Creamy-Cucumber-Salad-7-260x390.jpg,60,"This simple, four-ingredient Creamy Cucumber Salad, made with Greek yogurt and fresh dill, is one of my family’s favorite summer side dishes.",,GF,,,,,,LC,,Q,V,,
10,Blueberry Galette,https://www.skinnytaste.com/blueberry-galette/,5,https://www.skinnytaste.com/wp-content/uploads/2023/05/Blueberry-Galette-6-260x390.jpg,155,This easy blueberry galette is the perfect dessert to bake when fresh summer blueberries are in season or any time of the year. Using refrigerated pie dough makes it even faster!,DF,,,,,,KF,,,,V,,
11,Broccoli and Cheese Egg Muffins,https://www.skinnytaste.com/broccoli-and-cheese-mini-egg-omelets-2/,2,https://www.skinnytaste.com/wp-content/uploads/2013/04/Broccoli-and-Cheese-Egg-Muffins-9-260x390.jpg,167,"I love making a batch of these easy make-ahead, high-protein Broccoli and Cheese Egg Muffins for meal prep or breakfast on the go.",,GF,,FM,,,KF,LC,MP,Q,V,,
12,Air Fryer Sweet Potato Fries,https://www.skinnytaste.com/crispy-air-fryer-sweet-potato-fries/,5,https://www.skinnytaste.com/wp-content/uploads/2017/12/air-fryer-sweet-potato-fries-1-6-260x390.jpg,221,These healthy air fryer sweet potato fries are perfectly seasoned and made with just a small amount of oil! Perfect with burgers!,DF,GF,AF,,HF,,KF,,,Q,V,W,
13,"Pesto Pasta with Arugula, Asparagus, Peas, and Pistachios",https://www.skinnytaste.com/pesto-pasta/,9,https://www.skinnytaste.com/wp-content/uploads/2023/05/Pesto-Pasta-Salad-7-260x390.jpg,380,"This healthy Pesto Pasta with Arugula, Asparagus, Peas, and Pistachios is fresh, bright, and absolutely delicious! Eat it warm or cold!",,,,,HF,,,,,,V,,
14,Red Potato Salad,https://www.skinnytaste.com/baby-red-potato-salad/,2,https://www.skinnytaste.com/wp-content/uploads/2009/06/Baby-Red-Potato-Salad-5-260x390.jpg,107,This easy Baby Red Potato Salad recipe is light on the mayonnaise. A delicious BBQ side dish you will make all summer!,,GF,,,,,KF,,,,V,,
15,Grilled Potatoes,https://www.skinnytaste.com/grilled-potatoes/,5,https://www.skinnytaste.com/wp-content/uploads/2012/06/grilled-potatoes-260x390.jpg,172,These crispy grilled potatoes are golden brown and delicious! An easy summer side dish to go along with anything you’re grilling!,DF,GF,,,,,KF,,,Q,V,W,
16,Lentil Curry,https://www.skinnytaste.com/lentil-curry/,0,https://www.skinnytaste.com/wp-content/uploads/2023/05/Lentil-Curry-7-260x390.jpg,216,"This easy lentil curry made with curry powder, garam masala, and other spices is perfect over white rice or cauliflower rice as a vegan or vegetarian main or side dish.",DF,GF,,,HF,,,,MP,,V,,
17,Hot Dog Onions,https://www.skinnytaste.com/hot-dog-onions/,1,https://www.skinnytaste.com/wp-content/uploads/2023/05/Hot-Dog-Onions-10-260x390.jpg,64,"Smoky, tangy, and delicious, this is my mom’s recipe for saucy Hot Dog Onions. They’re my favorite way to top my franks, and they only take about 15 minutes to make!",DF,GF,,,,,,LC,,Q,V,,
18,Creamy Orzo with Asparagus and Peas,https://www.skinnytaste.com/creamy-orzo-with-asparagus-and-peas/,10,https://www.skinnytaste.com/wp-content/uploads/2023/05/Creamy-Orzo-with-Asparagus-and-Peas-6-1-260x390.jpg,423,"This delicious, creamy orzo pasta dish with asparagus and peas is fresh, bright, and lemony – the perfect spring dinner. Plus, it’s vegan and dairy-free.",DF,,,,HF,,,,,,V,,
19,High-Protein Cottage Cheese Veggie Dip with Za’atar,https://www.skinnytaste.com/cottage-cheese-veggie-dip/,3,https://www.skinnytaste.com/wp-content/uploads/2023/05/High-Protein-Cottage-Cheese-Veggie-Dip-5-260x390.jpg,186,High Protein Cottage Cheese Veggie Dip with Za’atar is a delicious and healthy snack that’s easy to make and perfect for any time of day. A great way to get those veggies in!,,GF,,,HF,HP,,,,Q,V,,
20,Artichoke Dip,https://www.skinnytaste.com/skinny-artichoke-dip/,2,https://www.skinnytaste.com/wp-content/uploads/2010/12/Skinny-Artichoke-Dip-7-260x390.jpg,73.7,"This creamy, delicious artichoke dip is hot and cheesy baked with Parmesan and mozzarella cheese topped with golden breadcrumbs. Perfect appetizer with baked chips!",,GF,,,,,KF,LC,,Q,V,,
1,Spicy Shrimp Francese with Calabrian Chili,https://www.skinnytaste.com/shrimp-francese/,4,https://www.skinnytaste.com/wp-content/uploads/2023/05/Spicy-Shrimp-Francese-with-Calabrian-Chili-7-260x390.jpg,256,Spicy Shrimp Francese with Calabrian Chili is a seafood dish combining traditional Italian Francese sauce with spicy Calabrian chili peppers.,,,,,,HP,,LC,,,,,
2,Yogurt-Marinated Chicken,https://www.skinnytaste.com/yogurt-marinated-chicken/,7,https://www.skinnytaste.com/wp-content/uploads/2023/05/Yogurt-Marinated-Chicken-6-260x390.jpg,314,Easy Yogurt-Marinated Chicken made with grilled boneless chicken thighs (or chicken breasts) made in a Greek yogurt marinade for the most tender chicken.,,GF,AF,,,HP,,LC,,,,,
3,English Muffin Breakfast Sandwich,https://www.skinnytaste.com/english-muffin-breakfast-sandwich/,5,https://www.skinnytaste.com/wp-content/uploads/2023/05/English-Muffin-Egg-Sandwich-8-2-260x390.jpg,242,"This easy English Muffin Breakfast Sandwich with turkey bacon, egg and cheese is my go-to egg sandwich and the best way to start the morning!",,GF,,,HF,HP,KF,,MP,Q,,,
4,20+ High Protein Breakfast Ideas,https://www.skinnytaste.com/high-protein-breakfast-ideas/, ,https://www.skinnytaste.com/wp-content/uploads/2023/05/20-high-protein-breakfast-260x390.png, ,"These 20 High Protein Breakfast Ideas are perfect for anyone looking to get their day started on the right foot. They’re healthy, packed with flavor, and super easy to make.  ",,,,,,HP,,,,,,,
5,Best Guacamole Recipe,https://www.skinnytaste.com/guacamole-recipe/,2,https://www.skinnytaste.com/wp-content/uploads/2017/01/Guacamole-6-260x390.jpg,93,"This is the Best Guacamole Recipe, and it’s so easy to make! A healthy vegetarian dip to serve it with chips, tacos, tostones, chicken enchiladas, and more.",DF,GF,,,,,KF,LC,,Q,V,W,
6,The BEST Chicken Enchilada Recipe,https://www.skinnytaste.com/chicken-enchiladas/,4,https://www.skinnytaste.com/wp-content/uploads/2011/08/Gina-Skinny-Chicken-Enchiladas-4-3-260x390.jpg,168,"The BEST Chicken enchilada recipe! These easy chicken enchiladas are made with shredded chicken, cheese and my homemade enchilada sauce.",,,,,HF,,KF,,,,,,
7,Pico de Gallo,https://www.skinnytaste.com/pico-de-gallo-salsa-0-pts/,0,https://www.skinnytaste.com/wp-content/uploads/2008/05/Pico-de-Gallo-9-260x390.jpg,36.5,"Pico de gallo is a fresh salsa made from diced tomatoes, onion, and peppers, perfect for serving over tacos, burritos, bowls, or to eat with chips!",DF,GF,,,,,,,,Q,V,W,
8,Shrimp Tacos,https://www.skinnytaste.com/shrimp-tacos/,6,https://www.skinnytaste.com/wp-content/uploads/2023/05/shrimp-tacos-1-260x390.jpg,288,These healthy shrimp tacos with slaw are easy and delicious! Served on a warm tortilla with a delicious shrimp taco sauce.,,GF,AF,,,HP,KF,,,Q,,,
9,Greek Tofu Bowls,https://www.skinnytaste.com/greek-tofu-bowl/,8,https://www.skinnytaste.com/wp-content/uploads/2023/05/Greek-Tofu-Bowl-9-260x390.jpg,485,"Greek Tofu Bowls feature crispy, baked breaded tofu cutlets over a bed of fresh cucumbers, tomatoes and peppers in a light dressing.",,GF,,,HF,HP,,,MP,,V,,
10,Angel Hair Pasta with Shrimp and Tomato Cream Sauce,https://www.skinnytaste.com/angel-hair-with-shrimp-and-tomato-sauce/,6,https://www.skinnytaste.com/wp-content/uploads/2010/01/Angel-Hair-with-Shrimp-and-Tomato-Sauce-6-260x390.jpg,377,"Angel hair pasta with shrimp and tomato sauce is made with a touch of cream, white wine and a hint of lemon. A quick weeknight dinner idea!",,GF,,,HF,HP,KF,,,Q,,,
11,Lasagna Roll Ups With Cottage Cheese,https://www.skinnytaste.com/lasagna-roll-ups-with-cottage-cheese/,11,https://www.skinnytaste.com/wp-content/uploads/2023/04/Cottage-Cheese-Lasagna-Rolls-6-260x390.jpg,462,"These easy, delicious, high-protein Cottage Cheese Lasagna Roll Ups are vegetarian and perfect weeknight dinners.",,GF,,,,HP,,,,,V,,
12,Air Fryer Salmon Patties,https://www.skinnytaste.com/air-fryer-salmon-patties/,4,https://www.skinnytaste.com/wp-content/uploads/2023/04/Air-Fryer-Salmon-Patties-5-260x390.jpg,314,These Air Fryer Salmon Patties are great for using leftover salmon or canned salmon and turning it into something delicious.,DF,GF,AF,,,HP,,,MP,,,,
13,Mexican Shrimp Cobb Salad,https://www.skinnytaste.com/mexican-shrimp-cobb-salad/,3,https://www.skinnytaste.com/wp-content/uploads/2011/07/Mexican-Cobb-Salad-1-4-260x390.jpg,267.5,"Mexican Shrimp Cobb Salad is a beautifully layered salad with shrimp, avocados, grilled corn, black bean salsa, cucumbers, tomatoes and cheese.",,GF,,,HF,,,,,Q,,,
14,Roasted Strawberry Almond Flour Muffins,https://www.skinnytaste.com/roasted-strawberry-almond-flour-muffins/,6,https://www.skinnytaste.com/wp-content/uploads/2023/04/Roasted-Strawberry-Almond-Flour-Muffins-8-260x390.jpg,164,"These gluten-free Roasted Strawberry Almond Flour Muffins are delicious and light, made with Greek yogurt, oat flour, and almond flour.",,GF,,,,,KF,,,,V,,
15,Fiesta Bean Salad,https://www.skinnytaste.com/fiesta-bean-salad/,3,https://www.skinnytaste.com/wp-content/uploads/2013/04/Fiesta-Bean-Salad-5-260x390.jpg,335,"Fiesta Bean Salad is made with black beans, chick peas, tomatoes, cilantro and avocado tossed with a cumin-lime vinaigrette.",DF,GF,,,HF,,,,,Q,V,,
16,Ground Beef and Broccoli Stir Fry,https://www.skinnytaste.com/ground-beef-and-broccoli-stir-fry/,8,https://www.skinnytaste.com/wp-content/uploads/2023/04/Ground-Beef-and-Broccoli-8-260x390.jpg,327,This easy Ground Beef and Broccoli stir-fry is perfect when you need a quick weeknight dinner!,DF,,,,HF,HP,,,,,,,
17,Roasted Mushrooms with Parmesan,https://www.skinnytaste.com/roasted-mushrooms/,3,https://www.skinnytaste.com/wp-content/uploads/2023/04/Roasted-Mushroom-Medley-with-Parmesan-5-260x390.jpg,120,These easy oven roasted mushrooms can be made with any variety of mushrooms – just make sure to keep the slices a similar size so they roast evenly.,,GF,,,,,KF,LC,,Q,V,,
18,Huevos Pericos,https://www.skinnytaste.com/huevos-pericos-3-ww-points/,1,https://www.skinnytaste.com/wp-content/uploads/2008/03/Huevos-Pericos-7-260x390.jpg,155,"Huevos pericos are a traditional Colombian breakfast dish made with scrambled eggs, tomatoes, and scallions.",DF,GF,,,,HP,,LC,,Q,V,W,
19,Chicken Satay with Spicy Peanut Sauce,https://www.skinnytaste.com/grilled-chicken-satay-with-spicy-peanut-sauce/,4,https://www.skinnytaste.com/wp-content/uploads/2016/06/Grilled-Chicken-Satay-with-Spicy-Peanut-Sauce-7-260x390.jpg,265,"These easy, flavorful Thai-inspired chicken satay skewers are marinated in coconut milk and spices and then grilled and served with a delicious spicy peanut sauce for dipping.",DF,GF,,,,HP,,LC,,,,,
20,Open Faced Tuna Sandwich with Avocado,https://www.skinnytaste.com/open-faced-tuna-sandwich-with-avocado/,3,https://www.skinnytaste.com/wp-content/uploads/2019/01/Open-Faced-Tuna-Sandwich-7-260x390.jpg,247,My favorite way to make a tuna sandwich is open-faced with a veggie-loaded tuna salad topped with avocado and sprouts. A quick and easy healthy lunch idea.,DF,GF,,,HF,,,,,Q,,,
1,Ropa Vieja,https://www.skinnytaste.com/ropa-vieja/,7,https://www.skinnytaste.com/wp-content/uploads/2023/03/Instant-Pot-Ropa-Vieja-10-260x390.jpg,350,"Ropa Vieja is a Cuban dish made with shredded beef that has been slowly cooked with onions, peppers, olives, tomato sauce, and spices like cumin and oregano.",DF,GF,,,,HP,KF,LC,,,,,
2,Green Smoothie Bowl,https://www.skinnytaste.com/green-smoothie-bowl/,7,https://www.skinnytaste.com/wp-content/uploads/2023/04/Green-Smoothie-Bowl-5-260x390.jpg,404,This easy Green Smoothie Bowl is a tasty and nutritious breakfast that’s customizable and packed with healthy ingredients that will keep you feeling great all morning!,DF,GF,,FM,HF,,KF,,,Q,V,,
